main_key,dayofweek,origin_period,origin,origin_name,duration,arrival_time,destination,destination_name,load_factor,tomorrow?,minimal_n_departures,total_penumpang,maximal_load_factor
BDRSTTA-SHTDU,Tuesday,2023-11-10 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 13:30:00,SHTDU,BANDUNG DIPATI UKUR,50.3125,0 days,1.0,4.0,50.3125
BDRSTTA-SHTDU,Tuesday,2023-11-10 10:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 14:30:00,SHTDU,BANDUNG DIPATI UKUR,59.6875,0 days,1.0,5.0,59.6875
BDRSTTA-SHTDU,Tuesday,2023-11-10 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 15:30:00,SHTDU,BANDUNG DIPATI UKUR,59.75609756097561,0 days,1.0,5.0,59.75609756097561
BDRSTTA-SHTDU,Tuesday,2023-11-10 12:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 16:30:00,SHTDU,BANDUNG DIPATI UKUR,62.79761904761905,0 days,1.0,5.0,62.79761904761905
BDRSTTA-SHTDU,Tuesday,2023-11-10 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 17:30:00,SHTDU,BANDUNG DIPATI UKUR,62.22826086956522,0 days,1.0,5.0,62.22826086956522
BDRSTTA-SHTDU,Tuesday,2023-11-10 14:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 18:30:00,SHTDU,BANDUNG DIPATI UKUR,66.875,0 days,1.0,5.0,66.875
BDRSTTA-SHTDU,Tuesday,2023-11-10 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 19:30:00,SHTDU,BANDUNG DIPATI UKUR,66.58163265306122,0 days,1.0,5.0,66.58163265306122
BDRSTTA-SHTDU,Tuesday,2023-11-10 16:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 20:30:00,SHTDU,BANDUNG DIPATI UKUR,72.87234042553192,0 days,1.0,6.0,72.87234042553192
BDRSTTA-SHTDU,Tuesday,2023-11-10 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 21:30:00,SHTDU,BANDUNG DIPATI UKUR,80.25,0 days,1.0,7.0,80.25
BDRSTTA-SHTDU,Tuesday,2023-11-10 18:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 22:30:00,SHTDU,BANDUNG DIPATI UKUR,69.89795918367346,0 days,1.0,6.0,69.89795918367346
BDRSTTA-SHTDU,Tuesday,2023-11-10 19:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 23:30:00,SHTDU,BANDUNG DIPATI UKUR,66.44736842105263,0 days,1.0,5.0,66.44736842105263
BDRSTTA-SHTDU,Tuesday,2023-11-10 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 00:30:00,SHTDU,BANDUNG DIPATI UKUR,56.89655172413793,1 days,1.0,4.0,56.89655172413793
BDRSTTA-SHTDU,Tuesday,2023-11-10 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 01:30:00,SHTDU,BANDUNG DIPATI UKUR,48.35526315789474,1 days,1.0,3.0,48.35526315789474
BDRSTTA-SHTDU,Tuesday,2023-11-10 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 02:30:00,SHTDU,BANDUNG DIPATI UKUR,43.24324324324324,1 days,1.0,3.0,43.24324324324324
BDRSTTA-SHTDU,Tuesday,2023-11-10 23:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 03:30:00,SHTDU,BANDUNG DIPATI UKUR,36.979166666666664,1 days,1.0,2.0,36.979166666666664
BDRSTTA-SHTDU,Wednesday,2023-11-10 08:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 12:30:00,SHTDU,BANDUNG DIPATI UKUR,33.57142857142857,0 days,1.0,2.0,33.57142857142857
BDRSTTA-SHTDU,Wednesday,2023-11-10 09:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 13:30:00,SHTDU,BANDUNG DIPATI UKUR,51.785714285714285,0 days,1.0,4.0,51.785714285714285
BDRSTTA-SHTDU,Wednesday,2023-11-10 10:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 14:30:00,SHTDU,BANDUNG DIPATI UKUR,66.56976744186046,0 days,1.0,5.0,66.56976744186046
BDRSTTA-SHTDU,Wednesday,2023-11-10 11:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 15:30:00,SHTDU,BANDUNG DIPATI UKUR,70.75,0 days,1.0,6.0,70.75
BDRSTTA-SHTDU,Wednesday,2023-11-10 12:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 16:30:00,SHTDU,BANDUNG DIPATI UKUR,60.3125,0 days,1.0,5.0,60.3125
BDRSTTA-SHTDU,Wednesday,2023-11-10 13:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 17:30:00,SHTDU,BANDUNG DIPATI UKUR,66.86046511627907,0 days,1.0,6.0,66.86046511627907
BDRSTTA-SHTDU,Wednesday,2023-11-10 14:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 18:30:00,SHTDU,BANDUNG DIPATI UKUR,71.42857142857143,0 days,1.0,6.0,71.42857142857143
BDRSTTA-SHTDU,Wednesday,2023-11-10 15:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 19:30:00,SHTDU,BANDUNG DIPATI UKUR,73.54651162790698,0 days,1.0,7.0,73.54651162790698
BDRSTTA-SHTDU,Wednesday,2023-11-10 16:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 20:30:00,SHTDU,BANDUNG DIPATI UKUR,81.40243902439025,0 days,1.0,7.0,81.40243902439025
BDRSTTA-SHTDU,Wednesday,2023-11-10 17:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 21:30:00,SHTDU,BANDUNG DIPATI UKUR,83.92857142857143,0 days,1.0,7.0,83.92857142857143
BDRSTTA-SHTDU,Wednesday,2023-11-10 18:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 22:30:00,SHTDU,BANDUNG DIPATI UKUR,75.85227272727273,0 days,1.0,6.5,75.85227272727273
BDRSTTA-SHTDU,Wednesday,2023-11-10 19:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-10 23:30:00,SHTDU,BANDUNG DIPATI UKUR,69.09722222222223,0 days,1.0,6.0,69.09722222222223
BDRSTTA-SHTDU,Wednesday,2023-11-10 20:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 00:30:00,SHTDU,BANDUNG DIPATI UKUR,65.7258064516129,1 days,1.0,5.0,65.7258064516129
BDRSTTA-SHTDU,Wednesday,2023-11-10 21:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 01:30:00,SHTDU,BANDUNG DIPATI UKUR,56.75675675675676,1 days,1.0,4.0,56.75675675675676
BDRSTTA-SHTDU,Wednesday,2023-11-10 22:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 02:30:00,SHTDU,BANDUNG DIPATI UKUR,47.69736842105263,1 days,1.0,3.0,47.69736842105263
BDRSTTA-SHTDU,Wednesday,2023-11-10 23:00:00,BDRSTTA,BANDARA SOETTA,0 days 04:30:00,2023-11-11 03:30:00,SHTDU,BANDUNG DIPATI UKUR,41.84782608695652,1 days,1.0,2.0,41.84782608695652
BIJB-SHTCPRNG,Monday,2023-11-10 10:00:00,BIJB,KERTAJATI BIJB,0 days 02:30:00,2023-11-10 12:30:00,SHTCPRNG,KUNINGAN - CIPORANG,37.5,0 days,1.0,3.0,37.5
BIJB-SHTCPRNG,Monday,2023-11-10 15:00:00,BIJB,KERTAJATI BIJB,0 days 02:30:00,2023-11-10 17:30:00,SHTCPRNG,KUNINGAN - CIPORANG,12.5,0 days,1.0,1.0,12.5
BIJB-SHTCPRNG,Sunday,2023-11-10 11:00:00,BIJB,KERTAJATI BIJB,0 days 02:30:00,2023-11-10 13:30:00,SHTCPRNG,KUNINGAN - CIPORANG,100.0,0 days,1.0,8.0,100.0
BIJB-SHTCPRNG,Sunday,2023-11-10 16:00:00,BIJB,KERTAJATI BIJB,0 days 02:30:00,2023-11-10 18:30:00,SHTCPRNG,KUNINGAN - CIPORANG,50.0,0 days,1.0,4.0,50.0
BIJB-SHTCPRNG,Tuesday,2023-11-10 16:00:00,BIJB,KERTAJATI BIJB,0 days 02:30:00,2023-11-10 18:30:00,SHTCPRNG,KUNINGAN - CIPORANG,50.0,0 days,1.0,4.0,50.0
BIJB-SHTDU,Monday,2023-11-10 08:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 10:00:00,SHTDU,BANDUNG DIPATI UKUR,100.0,0 days,1.0,8.0,100.0
BIJB-SHTDU,Monday,2023-11-10 09:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 11:00:00,SHTDU,BANDUNG DIPATI UKUR,43.75,0 days,1.0,3.5,43.75
BIJB-SHTDU,Monday,2023-11-10 10:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 12:00:00,SHTDU,BANDUNG DIPATI UKUR,12.5,0 days,1.0,1.0,12.5
BIJB-SHTDU,Monday,2023-11-10 12:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 14:00:00,SHTDU,BANDUNG DIPATI UKUR,87.5,0 days,1.0,7.0,87.5
BIJB-SHTDU,Monday,2023-11-10 13:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 15:00:00,SHTDU,BANDUNG DIPATI UKUR,25.0,0 days,1.0,2.0,25.0
BIJB-SHTDU,Monday,2023-11-10 14:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 16:00:00,SHTDU,BANDUNG DIPATI UKUR,100.0,0 days,1.0,8.0,100.0
BIJB-SHTDU,Monday,2023-11-10 15:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 17:00:00,SHTDU,BANDUNG DIPATI UKUR,50.0,0 days,1.0,4.0,50.0
BIJB-SHTDU,Monday,2023-11-10 16:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 18:00:00,SHTDU,BANDUNG DIPATI UKUR,87.5,0 days,1.0,7.0,87.5
BIJB-SHTDU,Monday,2023-11-10 17:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 19:00:00,SHTDU,BANDUNG DIPATI UKUR,88.88888888888889,0 days,1.0,8.0,88.88888888888889
BIJB-SHTDU,Monday,2023-11-10 19:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 21:00:00,SHTDU,BANDUNG DIPATI UKUR,100.0,0 days,1.0,8.0,100.0
BIJB-SHTDU,Sunday,2023-11-10 09:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 11:00:00,SHTDU,BANDUNG DIPATI UKUR,81.25,0 days,1.0,6.5,81.25
BIJB-SHTDU,Sunday,2023-11-10 10:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 12:00:00,SHTDU,BANDUNG DIPATI UKUR,75.0,0 days,1.0,6.0,75.0
BIJB-SHTDU,Sunday,2023-11-10 11:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 13:00:00,SHTDU,BANDUNG DIPATI UKUR,93.75,0 days,1.0,8.5,93.75
BIJB-SHTDU,Sunday,2023-11-10 12:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 14:00:00,SHTDU,BANDUNG DIPATI UKUR,62.5,0 days,1.0,5.0,62.5
BIJB-SHTDU,Sunday,2023-11-10 13:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 15:00:00,SHTDU,BANDUNG DIPATI UKUR,93.75,0 days,1.0,7.5,93.75
BIJB-SHTDU,Sunday,2023-11-10 14:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 16:00:00,SHTDU,BANDUNG DIPATI UKUR,90.0,0 days,1.0,9.0,90.0
BIJB-SHTDU,Sunday,2023-11-10 16:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 18:00:00,SHTDU,BANDUNG DIPATI UKUR,90.0,0 days,1.0,9.0,90.0
BIJB-SHTDU,Sunday,2023-11-10 17:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 19:00:00,SHTDU,BANDUNG DIPATI UKUR,93.75,0 days,1.0,7.5,93.75
BIJB-SHTDU,Sunday,2023-11-10 18:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 20:00:00,SHTDU,BANDUNG DIPATI UKUR,50.0,0 days,1.0,4.0,50.0
BIJB-SHTDU,Sunday,2023-11-10 19:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 21:00:00,SHTDU,BANDUNG DIPATI UKUR,56.25,0 days,1.0,4.5,56.25
BIJB-SHTDU,Tuesday,2023-11-10 08:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 10:00:00,SHTDU,BANDUNG DIPATI UKUR,100.0,0 days,1.0,8.0,100.0
BIJB-SHTDU,Tuesday,2023-11-10 09:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 11:00:00,SHTDU,BANDUNG DIPATI UKUR,43.75,0 days,1.0,3.5,43.75
BIJB-SHTDU,Tuesday,2023-11-10 12:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 14:00:00,SHTDU,BANDUNG DIPATI UKUR,25.0,0 days,1.0,2.0,25.0
BIJB-SHTDU,Tuesday,2023-11-10 13:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 15:00:00,SHTDU,BANDUNG DIPATI UKUR,56.25,0 days,1.0,4.5,56.25
BIJB-SHTDU,Tuesday,2023-11-10 14:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 16:00:00,SHTDU,BANDUNG DIPATI UKUR,93.75,0 days,1.0,7.5,93.75
BIJB-SHTDU,Tuesday,2023-11-10 15:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 17:00:00,SHTDU,BANDUNG DIPATI UKUR,37.5,0 days,1.0,3.0,37.5
BIJB-SHTDU,Tuesday,2023-11-10 16:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 18:00:00,SHTDU,BANDUNG DIPATI UKUR,12.5,0 days,1.0,1.0,12.5
BIJB-SHTDU,Tuesday,2023-11-10 18:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 20:00:00,SHTDU,BANDUNG DIPATI UKUR,18.75,0 days,1.0,1.5,18.75
BIJB-SHTDU,Tuesday,2023-11-10 19:00:00,BIJB,KERTAJATI BIJB,0 days 02:00:00,2023-11-10 21:00:00,SHTDU,BANDUNG DIPATI UKUR,25.0,0 days,1.0,2.0,25.0
BIJB-SHTHPBS,Sunday,2023-11-10 11:00:00,BIJB,KERTAJATI BIJB,0 days 03:30:00,2023-11-10 14:30:00,SHTHPBS,HOTEL PASAR BARU SQUARE ,63.81578947368421,0 days,1.2105263157894737,6.0,63.81578947368421
BIJB-SHTHPBS,Wednesday,2023-11-10 11:00:00,BIJB,KERTAJATI BIJB,0 days 03:30:00,2023-11-10 14:30:00,SHTHPBS,HOTEL PASAR BARU SQUARE ,44.88636363636363,0 days,1.1818181818181819,4.0,48.57954545454545
BKSOC-BBT,Friday,2023-11-10 06:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 09:00:00,BBT,BANDUNG BUAH BATU,50.0,0 days,1.0,4.0,50.0
BKSOC-BBT,Friday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,50.0,0 days,1.0,5.0,50.0
BKSOC-BBT,Friday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,83.90243902439025,0 days,1.0,9.0,83.90243902439025
BKSOC-BBT,Friday,2023-11-10 20:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 23:00:00,BBT,BANDUNG BUAH BATU,70.0,0 days,1.0,7.0,70.0
BKSOC-BBT,Monday,2023-11-10 06:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 09:00:00,BBT,BANDUNG BUAH BATU,70.0,0 days,1.0,6.0,70.0
BKSOC-BBT,Monday,2023-11-10 07:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 10:00:00,BBT,BANDUNG BUAH BATU,37.5,0 days,1.0,3.0,37.5
BKSOC-BBT,Monday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 13:00:00,BBT,BANDUNG BUAH BATU,43.333333333333336,0 days,1.0,4.0,43.333333333333336
BKSOC-BBT,Monday,2023-11-10 11:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 14:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Monday,2023-11-10 13:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 16:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Monday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,38.75,0 days,1.0,4.5,38.75
BKSOC-BBT,Monday,2023-11-10 17:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 20:00:00,BBT,BANDUNG BUAH BATU,40.0,0 days,1.0,4.0,40.0
BKSOC-BBT,Monday,2023-11-10 18:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 21:00:00,BBT,BANDUNG BUAH BATU,17.5,0 days,1.0,1.5,17.5
BKSOC-BBT,Monday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,38.604651162790695,0 days,1.0,3.0,38.604651162790695
BKSOC-BBT,Monday,2023-11-10 20:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 23:00:00,BBT,BANDUNG BUAH BATU,15.0,0 days,1.0,1.0,15.0
BKSOC-BBT,Saturday,2023-11-10 06:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 09:00:00,BBT,BANDUNG BUAH BATU,93.75,0 days,1.0,8.5,93.75
BKSOC-BBT,Saturday,2023-11-10 08:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 11:00:00,BBT,BANDUNG BUAH BATU,100.0,0 days,1.0,8.0,100.0
BKSOC-BBT,Saturday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 13:00:00,BBT,BANDUNG BUAH BATU,12.5,0 days,1.0,1.0,12.5
BKSOC-BBT,Saturday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,65.0,0 days,1.0,6.5,65.0
BKSOC-BBT,Saturday,2023-11-10 17:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 20:00:00,BBT,BANDUNG BUAH BATU,50.0,0 days,1.0,5.0,50.0
BKSOC-BBT,Saturday,2023-11-10 18:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 21:00:00,BBT,BANDUNG BUAH BATU,25.0,0 days,1.0,2.0,25.0
BKSOC-BBT,Saturday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,32.5,0 days,1.0,3.0,32.5
BKSOC-BBT,Sunday,2023-11-10 12:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 15:00:00,BBT,BANDUNG BUAH BATU,20.0,0 days,1.0,2.0,20.0
BKSOC-BBT,Sunday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,85.0,0 days,1.0,8.5,85.0
BKSOC-BBT,Sunday,2023-11-10 16:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 19:00:00,BBT,BANDUNG BUAH BATU,25.0,0 days,1.0,2.5,25.0
BKSOC-BBT,Sunday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,86.66666666666667,0 days,1.0,10.0,86.66666666666667
BKSOC-BBT,Sunday,2023-11-10 20:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 23:00:00,BBT,BANDUNG BUAH BATU,59.0,0 days,1.0,6.0,59.0
BKSOC-BBT,Sunday,2023-11-10 21:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-11 00:00:00,BBT,BANDUNG BUAH BATU,67.5,1 days,1.0,7.5,67.5
BKSOC-BBT,Thursday,2023-11-10 06:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 09:00:00,BBT,BANDUNG BUAH BATU,66.25,0 days,1.0,6.0,66.25
BKSOC-BBT,Thursday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 13:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Thursday,2023-11-10 11:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 14:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Thursday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Thursday,2023-11-10 15:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 18:00:00,BBT,BANDUNG BUAH BATU,50.0,0 days,1.0,5.0,50.0
BKSOC-BBT,Thursday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,43.84615384615385,0 days,1.0,4.0,43.84615384615385
BKSOC-BBT,Thursday,2023-11-10 20:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 23:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Tuesday,2023-11-10 06:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 09:00:00,BBT,BANDUNG BUAH BATU,35.0,0 days,1.0,3.5,35.0
BKSOC-BBT,Tuesday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 13:00:00,BBT,BANDUNG BUAH BATU,32.5,0 days,1.0,3.0,32.5
BKSOC-BBT,Tuesday,2023-11-10 11:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 14:00:00,BBT,BANDUNG BUAH BATU,10.0,0 days,1.0,1.0,10.0
BKSOC-BBT,Tuesday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,53.333333333333336,0 days,1.0,5.0,53.333333333333336
BKSOC-BBT,Tuesday,2023-11-10 18:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 21:00:00,BBT,BANDUNG BUAH BATU,12.5,0 days,1.0,1.0,12.5
BKSOC-BBT,Tuesday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,31.31578947368421,0 days,1.0,2.5,31.31578947368421
BKSOC-BBT,Tuesday,2023-11-10 20:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 23:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Wednesday,2023-11-10 06:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 09:00:00,BBT,BANDUNG BUAH BATU,60.0,0 days,1.0,6.0,60.0
BKSOC-BBT,Wednesday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 13:00:00,BBT,BANDUNG BUAH BATU,53.333333333333336,0 days,1.0,6.0,53.333333333333336
BKSOC-BBT,Wednesday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 17:00:00,BBT,BANDUNG BUAH BATU,30.0,0 days,1.0,3.0,30.0
BKSOC-BBT,Wednesday,2023-11-10 19:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 03:00:00,2023-11-10 22:00:00,BBT,BANDUNG BUAH BATU,32.972972972972975,0 days,1.0,3.0,32.972972972972975
BKSOC-CRB,Monday,2023-11-10 09:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 04:00:00,2023-11-10 13:00:00,CRB,CIREBON PILANG RAYA,20.0,0 days,1.0,2.0,20.0
BKSOC-PST,Friday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 12:00:00,PST,BANDUNG PASTEUR SQUARE,35.9375,0 days,1.0,3.5,35.9375
BKSOC-PST,Friday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 16:00:00,PST,BANDUNG PASTEUR SQUARE,53.44827586206897,0 days,1.0,5.0,53.44827586206897
BKSOC-PST,Monday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 12:00:00,PST,BANDUNG PASTEUR SQUARE,46.666666666666664,0 days,1.0,4.0,46.666666666666664
BKSOC-PST,Monday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 16:00:00,PST,BANDUNG PASTEUR SQUARE,60.0,0 days,1.0,6.0,60.0
BKSOC-PST,Monday,2023-11-10 15:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 17:00:00,PST,BANDUNG PASTEUR SQUARE,40.0,0 days,1.0,4.0,40.0
BKSOC-PST,Saturday,2023-11-10 10:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 12:00:00,PST,BANDUNG PASTEUR SQUARE,50.88235294117647,0 days,1.0,5.5,50.88235294117647
BKSOC-PST,Saturday,2023-11-10 14:00:00,BKSOC,BEKASI BEBEK OCEN,0 days 02:00:00,2023-11-10 16:00:00,PST,BANDUNG PASTEUR SQUARE,40.0,0 days,1.0,3.0,40.0
